Título atribuído	Outras remetências de título:	Categorias	Material original	Ano	País	Cidade	Estado	Sinopse	Termos descritores	Descritores secundários	Termos geográficos	Produção	Conteúdo examinado	Fontes utilizadas:	Fontes consultadas:	Observações:
CINE JORNAL BRASILEIRO. V.1, N.119	CINE JORNAL BRASILEIRO. N.119	Cinejornal / Sonoro / Não ficção	35mm, BP, 358m, 24q	1940	BR	Rio de Janeiro	DF	"O presidente Getulio Vargas e a Juventude do Brasil." A narração enfatiza os atos do governo relativos ao aperfeiçoamento da raça. O escotismo é uma das instituições que fortalece a juventude brasileira. O ensino, a educação cultural, uma organização social "harmoniosamente articulada", a preparação profissional, também são condições essenciais de apoio ao jovem brasileiro. Também são "índices saudáveis" o culto da beleza, da alegria e o gosto pelo desenvolvimento físico - atitudes reforçadas pela Escola Nacional de Educação Física. De norte a sul é solicitada a mão-de-obra feminina para o trabalho industrial enquanto as crianças "ficam ao amparo das creches", inclusive com a participação da L.B.A. "União, disciplina e devotamento, capacidade e empreendimentos decisivos na paz e na guerra constituem as funções de uma raça fortalecida".	Escotismo; Governo Federal; Ensino; Criança	Juventude Brasileira - organização; Estado Novo; Puericultura; Departamento Nacional da Criança; Legião Brasileira de Assistência; Creche; Escola Nacional de Educação Física		Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FB		Realizado inteiramente na <Cinédia> S.A. Jornal sem numeração; provavelmente número comemorativo das instalações da Juventude Brasileira (março) e do Departamento Nacional da Criança (abril).
CINE JORNAL BRASILEIRO. V.1, N.120		Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1940	BR	Rio de Janeiro	DF	"Confiando a Juventude Brasileira os sagrados destinos da Patria." "O Instituto de Educação e o Centro de Preparação dos Oficiais da Reserva participam nas duas primeiras conferências promovidas pelo DIP."	Ensino; Exército	Instituto de Educação do Distrito Federal; Centro de Preparação de Oficiais da Reserva do Distrito Federal; Conferência; DIP - Departamento de Imprensa e Propaganda	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A.
CINE JORNAL BRASILEIRO. V.1, N.121 - EDIÇÃO ESPECIAL		Cinejornal / Sonoro / Não ficção	35mm, BP, 177m, 24q	1940	BR	Rio de Janeiro	DF	"A excursão do interventor Amaral Peixoto ao interior do Estado do Rio." "Rio: Em companhia de sua senhora e altas autoridades da administração fluminense, o Comandante Amaral Peixoto inspeciona várias obras públicas."	Governo Estadual; Obra pública; RJ			Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzidas 6 cópias, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.122	CINE JORNAL BRASILEIRO. N.122	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 208m, 24q	1940	BR	Rio de Janeiro	DF	"As Comemorações de 11 de Junho." "'A significação do 11 de Junho é bem maior do que a de uma simples vitória naval. Evoca o feito máximo de nossa Esquadra, como símbolo do poderio nacional nas águas e da dedicação dos marinheiros brasileiros a glória e a grandeza da Patria.' Getulio Vargas"	Efeméride; Monumento; Marinha; Aviação; Embarcação	Batalha do Riachuelo; Almirante Tamandaré - monumento; Almirante Barroso - monumento; Escola Naval, Rio de Janeiro - DF; Guarda-Marinha; Minas Gerais - embarcação; Carioca - embarcação; Camaquã - embarcação; Camocim - embarcação; Cananéia - embarcação; Timbiras - submarino; Humaitá - submarino; Maranhão - submarino	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FI		Realizado inteiramente pela <Cinédia> S.A. Provavelmente censurado na data indicada, embora CENS/II não informe o número do jornal corretamente.
CINE JORNAL BRASILEIRO. V.1, N.123	CINE JORNAL BRASILEIRO. N.123	Cinejornal / Sonoro / Não ficção	35mm, BP, 129m, 24q	1940	BR	Rio de Janeiro	DF	"A visita do interventor amaral Peixoto ao município de Campos: em sua excursão ao interior do Estado do Rio, o chefe do governo fluminense visita São João da Barra e recebe homenagens da população campista." Visita de Peixoto à estação experimental do plantio de cana, em Campos. Lindos panoramas de São João da Barra. De volta a Campos, visita à Policlínica. Discurso lembra a necessidade de assistência ao menor. Desfile de escolares, militares e associações esportivas.	Governo Estadual; Solenidade		São João da Barra - RJ; Campos - RJ	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FI		Realizado inteiramente pela <Cinédia> S.A. CENS/I informa que foram produzidas 6 cópias.
CINE JORNAL BRASILEIRO. V.1, N.124	CINE JORNAL BRASILEIRO. N.124	Cinejornal / Sonoro / Não ficção	35mm, BP, 210m, 24q	1940	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A.
CINE JORNAL BRASILEIRO. V.1, N.125	CINE JORNAL BRASILEIRO. N.125	Cinejornal / Sonoro / Não ficção	35mm, BP, 222m, 24q	1940	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	N	CENS/II Cinédia/Arquivo		Realizado inteiramente pela <Cinédia> S.A.
CINE JORNAL BRASILEIRO. V.1, N.126	CINE JORNAL BRASILEIRO. N.126; DISCURSO DO PRESIDENTE GETULIO VARGAS NA ILHA DO VIANA	Cinejornal / Sonoro / Não ficção	35mm, BP, 406m, 24q	1940	BR	Rio de Janeiro	DF	"As comemorações do Dia do Marítimo." "Durante as manifestações que recebeu dos trabalhadores do mar, na Ilha do Viana, o Chefe do Governo pronuncia importante discurso."	Efeméride; Governo Federal	Dia do Marítimo; DIP - Departamento de Imprensa e Propaganda	Ilha do Viana - RJ	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Realizado inteiramente pela <Cinédia> S.A. Produzidas 6 cópias, segundo Cinédia/Arquivo.
CINE JORNAL BRASILEIRO. V.1, N.127	CINE JORNAL BRASILEIRO. N.127	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1940	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	N	Cinédia/Arquivo JIMS/OESP		Este foi o último jornal realizado pela <Cinédia> S.A.
CINE JORNAL BRASILEIRO. V.1, N.128	CINE JORNAL BRASILEIRO. N.128	Cinejornal / Sonoro / Não ficção	35mm, BP, 237m, 24q	1940	BR	Rio de Janeiro	DF	"Escola do Estado-Maior - Rio: O presidente Getulio Vargas inaugura o novo edifício dessa instituição e visita outras construções." "Na Casa do Estudante - Rio: Uma exposição sobre o desenho na imprensa moderna."	Exército; Ensino; Exposição; Desenho; Imprensa; Palestra; Assistência Social; Lazer; Obra Pública	Escola do Estado Maior do Exército; Casa do Estudante do Brasil; Exposição sobre Desenho na Imprensa; Palacio Tiradentes; Escola Ana Nery, Rio de Janeiro - DF; DIP - Departamento de Imprensa e Propaganda; Cruz Vermelha Brasileira; Movimento estudantil; Associação Brasileira de Imprensa; Forte Duque de Caxias	Parque da Gavea, Rio de Janeiro - DF; Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/I		Produzidas 6 cópias, segundo CENS/I.
CINE JORNAL BRASILEIRO. V.1, N.129	CINE JORNAL BRASILEIRO. 1x129	Cinejornal / Sonoro / Não ficção	35mm, BP, 202m, 24q	1940	BR	Rio de Janeiro	DF	"Para a Conferência de Havana - Rio: O embarque dos delegados brasileiros." "Escola argentina - Rio: Realiza-se uma festa de confraternização escolar."	Diplomacia; Conferência; Ensino; Habitação; Imprensa; Visita estrangeira - US; Exército; Obra pública	Conferência de Havana - CU; Escola Argentina, Rio de Janeiro - DF; Bolsa de Imóveis; Associação Brasileira de Imprensa; Escola Nacional de Educação Física; Educação Física; Imprensa Nacional	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		
CINE JORNAL BRASILEIRO. V.1, N.130	CINE JORNAL BRASILEIRO. N.130	Cinejornal / Sonoro / Não ficção	35mm, BP, 240m, 24q	1940	BR	Rio de Janeiro	DF	"Clube Naval - Rio: São inauguradas as novas dependências esportivas." "Ensino Profissional - Rio: Os trabalhos de construção da Escola 15 de Novembro."	Marinha; Clube; Ensino; Trabalho; Hospital; Obra pública; Fazenda; Exército; Aeronáutica	Monumento; Escola 15 de Novembro, Rio de Janeiro - DF; Prefeitura do Distrito Federal; Fazenda Modelo, Santa Cruz - RJ; Escola de Aviação Militar	Rio de Janeiro - DF; Santa Cruz - RJ	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		
CINE JORNAL BRASILEIRO. V.1, N.131	CINE JORNAL BRASILEIRO. N.131	Cinejornal / Sonoro / Não ficção	35mm, BP, 200m, 24q	1940	BR	Rio de Janeiro	DF	A propaganda do Recenseamento. Inaugurou-se na avenida Rio Branco uma exposição com o material do próximo censo democrático. O Grande Premio Brasil de 1940. Getulio comparece para presidir a "prova máxima do turfe sul-americano".	Censo; Turfe	Publicidade; Grande Premio Brasil; Teruel - cavalo	Rio de Janeiro - DF; Avenida Rio Branco, Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FB		Produzidas 6 cópias, segundo CENS/I. Intertítulos estabelecidos a partir das informações do material de som.
CINE JORNAL BRASILEIRO. V.1, N.132	CINE JORNAL BRASILEIRO. N.132	Cinejornal / Sonoro / Não ficção	35mm, BP, 11min, 300m, 24q	1940	BR	Rio de Janeiro	DF	"Navios de Guerra construídos no Brasil." "Construindo seus próprios navios, a Marinha Brasileira continua suas gloriosas tradições navais e trabalha pela causa comum do engrandecimento da Patria."	Indústria; Embarcação; Marinha	Arsenal da Marinha; Carioca - embarcação; Cananéia - embarcação; Cabedelo - embacação; Caravelas - embarcação; Camaquã- embarcação; Camocim - embarcação; Greenhalg - embarcação; Mariz e Barros - embarcação; Marcilio Dias - embarcação	Rio de Janeiro - DF; Ilha das Cobras - RJ	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FB		
CINE JORNAL BRASILEIRO. V.1, N.133	JORN. BRAS. N.133	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min43seg, 210m, 24q	1940	BR	Rio de Janeiro	DF	"A Marcha para Oeste." O Presidente Getulio Vargas chega à cidade de Goiania, iniciando uma excursão pelas regiões em que o Brasil ainda guarda sua selva primitiva. No aeroporto de Goiânia, o interventor Pedro Ludovico e demais autoridades aguardam a chegada do presidente Getulio Vargas. Registros da cidade de Goiânia, com a inauguração do Automóvel Clube, as obras da Santa Casa e do leprosário, e o Liceu de Artes e Ofícios. No Liceu de Goiás, demonstração de cultura física. Homenagem ao presidente da República pelo prefeito de Goiânia, sr. Venerando de Freitas Borges.	Governo Federal; Governo Estadual; Cidade; Goiânia - GO; Escola; Solenidade; Clube; Hospital	Automóvel Clube de Goiania; Cine-Teatro Goiania; Liceu de Goiás; Liceu de Artes e Ofícios, Goiânia - GO; Aeroporto de Goiania; Santa Casa de Goiania; Colonia Santa Marta, Goiânia - GO; Ensino; Ginástica; Vegetação	Goiânia - GO	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	CB/Ficha Filmográfica CB/FI		Produzidas 6 cópias, segundo CENS/I.
CINE JORNAL BRASILEIRO. V.1, N.134	CINE JORNAL BRASILEIRO. N.134; VIAGEM DO PRESIDENTE VARGAS À ILHA DO BANANAL; O PRESIDENTE GETULIO VARGAS EM BANANAL MATO GROSSO GOIÁS NO SEIO DOS ÍNDIOS	Cinejornal / Sonoro / Não ficção	35mm, BP, 410m, 24q	1940	BR	Rio de Janeiro	DF	"O presidente Getulio Vargas na Ilha do Bananal" "O Chefe da Nação, sobrevoando imensas extensões de florestas virgens, sentindo o país nas suas imensas riquezas potenciais, retempera energias para governar o Brasil."	Governo Federal; Índio	Vegetação	Ilha do Bananal; GO; MT	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	N	CENS/II Cinédia/Arquivo		Produzidas 6 cópias, segundo Cinédia/Arquivo. Segundo o Arquivo Nacional, uma cópia deste filme havia sido enviada para o consulado brasileiro em Los Angeles.
CINE JORNAL BRASILEIRO. V.1, N.135	CINE JORNAL BRASILEIRO. N.135	Cinejornal / Sonoro / Não ficção	35mm, BP, 158m, 24q	1940	BR	Rio de Janeiro	DF	"Na trilha dos pioneiros - Rio: O presidente Getulio Vargas embarca com destino a Goiás." "O recenseamento de 1940 - Rio: Iniciam suas atividades os agentes censitarios."	Governo Federal; Censo; Igreja Católica; Exército; Efeméride	Aeroporto Santos Dumont; Ilha do Bananal; GO; Escola Argentina, Rio de Janeiro - DF; Marinha; Procissão; Regimento Andrade Neves	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/I		Produzidas 6 cópias, segundo CENS/I.
CINE JORNAL BRASILEIRO. V.1, N.136	CINE JORNAL BRASILEIRO. N.136	Cinejornal / Sonoro / Não ficção	35mm, BP, 206m, 24q	1940	BR	Rio de Janeiro	DF	"Na Biblioteca Nacional - Rio: O Chefe do Governo comparece a Exposição do Livro argentino."	Exposição; Literatura; AR; Cidade; Palestra; Juventude; Obra pública; Efeméride	Biblioteca Nacional; Exposição do Livro Argentino; DIP - Departamento de Imprensa e Propaganda; Engenharia; Porto de Itajaí; Dia do Soldado; Monumento Duque de Caxias, Rio de Janeiro - DF; Exército	Rio de Janeiro - DF; Aracaju - SE; Praça Getulio Vargas, Aracaju - SE; Itajaí - SC	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/I		Produzidas 6 cópias, segundo CENS/I. Distribuído pela Cinédia S.A., embora Cinédia/Arquivo não informe.
CINE JORNAL BRASILEIRO. V.1, N.137	CINE JORNAL BRASILEIRO. 1x137	Cinejornal / Sonoro / Não ficção	35mm, BP, 150m, 24q	1940	BR	Rio de Janeiro	DF	"No Estado do Rio - Niterói: Inaugura-se a nova sede da 'Escola do Trabalho'." Inauguração da escola no Barreto, populoso bairro de Niterói, com a presença de Amaral Peixoto. Exibição de ginástica pelas alunas da Escola Aurelino Leal. "As margens do Rio das Contas - Itabira: O Interventor Landulfo Alves visita esta próspera cidade."	Escola; Obra pública; Governo Estadual; Engenharia; Governo Federal	Escola Profissional Aurelino Leal; Ministério da Fazenda	Rio de Janeiro - DF; Niterói - RJ; Barreto, Niterói - RJ; Itabira - MG; Rio das Contas - MG; Esplanada do Castelo, Rio de Janeiro - DF; Baía da Guanabara; Ilha Fiscal, Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FB		
CINE JORNAL BRASILEIRO. V.1, N.138	JORNAL BRASILEIRO. N.138	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 237m, 24q	1940	BR	Rio de Janeiro	DF	"Pelo Progresso do Brasil - Rio: O presidente Getulio Vargas visita as oficinas de uma importante empresa industrial." "Entreposto de Pesca - Rio: O Chefe do Governo visita o novo edifício dessa instituição."	Indústria; Metalurgia; Pesca; Obra pública; Cinema; Concurso; Diplomacia - PT; Ensino; Governo Federal; Imprensa	Light; Energia; Gasogênio; Entreposto Federal de Pesca; Vamos Ler; Cais do Porto, Rio de Janeiro - DF; Efeméride; Centenarios de Portugal; Serpa Pinto - embarcação; Embaixada Especial de Portugal	Rio de Janeiro - DF; Goiânia - GO	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/I	JMC/PCP	
CINE JORNAL BRASILEIRO. V.1, N.139	CINE JORNAL BRASILEIRO. N.139	Cinejornal / Sonoro / Não ficção	35mm, BP, 270m, 24q	1940	BR	Rio de Janeiro	DF	"As reservas do Exército - São Paulo: Um desfile de batalhões da Força Pública." Marcha e desfile da cavalaria e de motociclistas. "No Mundo das artes - Rio: a exposição do pintor Adail Bento."	Exército; Desfile; Pintura; Exposição; Horticultura; Hospital; Deficiente mental; Obra pública	Força Pública de São Paulo; Regimento de Infantaria, 3; Côco; Hospital para Psicopatas, Rio de Janeiro - DF	São Paulo - SP; Rio de Janeiro - DF; Niterói - RJ; Aracaju - SE	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FI		Produzidas 6 cópias, segundo CENS/I.
CINE JORNAL BRASILEIRO. V.1, N.140		Cinejornal / Sonoro / Não ficção	35mm, BP, 240m, 24q	1940	BR	Rio de Janeiro	DF	Semana da Pátria. O Dia da Mocidade de 1940. 31.000 jovens desfilam diante do presidente Vargas, da Embaixada especial do Uruguai e outras autoridades. Formação de escoteiros de diversos estados nacionais. Alunas do Instituto de Educação e representação da Escola Nacional de Educação Física. Aplausos finais.	Efeméride; Desfile; Governo Federal	Dia da Mocidade; Sete de setembro; Escotismo; Movimento estudantil; Instituto de Educação, Rio de Janeiro - DF; Escola Nacional de Educação Física; Diplomacia - US; Diplomacia - UY	Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FB		Intertítulo estabelecido a partir das informações de material de som.
CINE JORNAL BRASILEIRO. V.1, N.141	CINE JORNAL BRASILEIRO. 1x141	Cinejornal / Sonoro / Não ficção	35mm, BP, 350m, 24q	1940	BR	Rio de Janeiro	DF	"A Parada Militar de 7 de Setembro."	Efeméride; Sete de setembro	Diplomacia - US; Diplomacia - UY; Exército; Marinha; Obelisco, Rio de Janeiro - DF; Corpo de Bombeiros do Distrito Federal	Rio de Janeiro - DF; Avenida Rio Branco, Rio de Janeiro - DF; Praça Paris, Rio de Janeiro - DF	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CENS/II		Provavelmente distribuído pela Cinédia S.A., embora Cinédia/Arquivo não informe.
CINE JORNAL BRASILEIRO. V.1, N.142		Cinejornal / Sonoro / Não ficção	35mm, BP, 290m, 24q	1940	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	N	CENS/I CENS/II		Produzidas 6 cópias, segundo CENS/I.
CINE JORNAL BRASILEIRO. V.1, N.143	CINE JORNAL BRASILEIRO. N.143	Cinejornal / Sonoro / Não ficção	35mm, BP, 238m, 24q	1940	BR	Rio de Janeiro	DF	"'Para saber quantos somos' - Rio: prosseguem os trabalhos de recenseamento." "No Instituto de Educação - Rio: É fundado mais um centro cívico."	Censo; Ensino; Turfe; Conferência; Clima; Exército; Sete de setembro	Instituto de Educação do Distrito Federal; Jockey Clube do Rio de Janeiro; Grande Premio Duque de Caxias; Dom Chicote - cavalo; Palacio Tiradentes, Rio de Janeiro - DF; DIP - Departamento de Imprensa e Propaganda; Congresso Nacional de Hidro-Climatismo, 2; Circunscrição de Recrutamento, 1	Rio de Janeiro - DF; Fortaleza - CE	Companhia(s) produtora(s): DIP - Departamento de Imprensa e Propaganda	S	Material examinado CB/FB		Produzidas 6 cópias, segundo CENS/I.
